MSE,rate,Algorithm,SNR,nAntennas,nCoherence
0.41806870427819653,2.2548744160763294,CircReLU,0,8,1
0.48640014382475943,2.158762326314774,FastMMSE,0,8,1
0.25247761039335426,2.6113530169430956,GenieMMSE,0,8,1
0.5138347484578181,2.1762704928097225,CircML,0,8,1
0.4201509630261987,2.2494265247408403,CircSoftmax,0,8,1
0.4341483729428278,2.2336079877856685,CircSigSoft,0,8,1
0.4228312905474256,2.2551575196075055,ToepSigSoft,0,8,1
0.4392917070757763,1.9509764285596152,GenieOMP,0,8,1
0.4004270759852306,2.280620758020378,ToepReLU,0,8,1
0.4022754706892814,2.2731310436876577,ToepSoftmax,0,8,1
0.42762410892575975,2.2303684350385473,CircMMSE,0,8,1
0.3883930879462466,2.2812615469096302,ToepMMSE,0,8,1
0.4147611714419896,2.238015929011639,CircReLU,0,8,1
0.47777758582014446,2.1493412832045737,FastMMSE,0,8,1
0.2515683105226501,2.5991802536289796,GenieMMSE,0,8,1
0.510978684126016,2.1595721826031213,CircML,0,8,1
0.4198448485342796,2.2315043945554294,CircSoftmax,0,8,1
0.4384762248450258,2.2194276971364975,CircSigSoft,0,8,1
0.4169316554790006,2.2425190744225785,ToepSigSoft,0,8,1
0.4377880494326485,1.936267409435508,GenieOMP,0,8,1
0.3948887808088967,2.2655497763427874,ToepReLU,0,8,1
0.40107514587371895,2.2567766487065777,ToepSoftmax,0,8,1
0.366860651934215,3.1621671493784587,CircMMSE,0,16,1
0.33235724526352534,3.2170596138235186,ToepMMSE,0,16,1
0.3532299472273476,3.1759556697893996,CircReLU,0,16,1
0.42369543047469727,3.050070716862081,FastMMSE,0,16,1
0.20791556712290293,3.5377662209180767,GenieMMSE,0,16,1
0.4571085423174277,3.0681150530193646,CircML,0,16,1
0.3760153946425849,3.1390068532406055,CircSoftmax,0,16,1
0.40584757483734196,3.130185718299833,CircSigSoft,0,16,1
0.3952489846577639,3.12083004166898,ToepSigSoft,0,16,1
0.3756333376967626,2.891928905652431,GenieOMP,0,16,1
0.33126884418715274,3.2160486811217415,ToepReLU,0,16,1
0.36053831157834354,3.1668379414772656,ToepSoftmax,0,16,1
0.3047665178637581,4.280093331158275,CircMMSE,0,32,1
0.2808500334883105,4.3225330092923935,ToepMMSE,0,32,1
0.29131644479879526,4.298440638937309,CircReLU,0,32,1
0.40194640611773064,4.067374887023919,FastMMSE,0,32,1
0.18104980744078109,4.566815734709263,GenieMMSE,0,32,1
0.4200079364625943,4.1199863430194625,CircML,0,32,1
0.306785752561649,4.266451561253107,CircSoftmax,0,32,1
0.373607354742779,4.191063254011249,CircSigSoft,0,32,1
0.7686813039038848,2.4996264068967995,ToepSigSoft,0,32,1
0.3416304156220049,4.032656828379823,GenieOMP,0,32,1
0.2728691040976156,4.334504909489414,ToepReLU,0,32,1
0.29217602186547215,4.293465576401777,ToepSoftmax,0,32,1
0.2559183860939618,5.458615670474081,CircMMSE,0,64,1
0.24073256571484547,5.485841819043227,ToepMMSE,0,64,1
0.2394171959127956,5.483724653972014,CircReLU,0,64,1
0.40580483529778993,5.111582688366038,FastMMSE,0,64,1
0.1678688875382888,5.637266597225944,GenieMMSE,0,64,1
0.39210078684679206,5.2500672154395005,CircML,0,64,1
0.2588925731723189,5.447906905399069,CircSoftmax,0,64,1
0.3579751836502934,5.2915201598388,CircSigSoft,0,64,1
1.034047264291966,2.6635603637023717,ToepSigSoft,0,64,1
0.3344339888369187,5.198443069140305,GenieOMP,0,64,1
0.22673520179530354,5.508112713508612,ToepReLU,0,64,1
0.24444988087680633,5.474865351169166,ToepSoftmax,0,64,1
0.23711741582704435,6.108960099622462,CircMMSE,0,96,1
0.22500728986389631,6.130239743421867,ToepMMSE,0,96,1
0.21838488405111697,6.139733188677405,CircReLU,0,96,1
0.4160354030164346,5.692309830177479,FastMMSE,0,96,1
0.1637348975627105,6.250428813630952,GenieMMSE,0,96,1
0.3840419814898975,5.882705384900335,CircML,0,96,1
0.23890808328555946,6.103625558213397,CircSoftmax,0,96,1
0.578984368917336,5.799772887673461,CircSigSoft,0,96,1
2.4437596181456396,4.5573339604467344,ToepSigSoft,0,96,1
0.3405768077882664,5.822395305451246,GenieOMP,0,96,1
0.20924998023975852,6.158338850400884,ToepReLU,0,96,1
0.22726241049559653,6.125198558805729,ToepSoftmax,0,96,1
0.2235501105768888,6.559309729152789,CircMMSE,0,128,1
0.21440332095107242,6.5751144247964195,ToepMMSE,0,128,1
0.2050223129998707,6.591507587024136,CircReLU,0,128,1
0.41773851763069214,6.099661491310951,FastMMSE,0,128,1
0.16158435382230651,6.676120764918855,GenieMMSE,0,128,1
0.37862963783824183,6.325049831043648,CircML,0,128,1
0.2243112943620083,6.558066822760574,CircSoftmax,0,128,1
0.897082334777555,6.211816860809182,CircSigSoft,0,128,1
5.394001108623048,5.684403236501375,ToepSigSoft,0,128,1
0.3447269062264806,6.248501523116815,GenieOMP,0,128,1
0.19820569867741294,6.603914627106758,ToepReLU,0,128,1
0.21678266192357687,6.5719646860461,ToepSoftmax,0,128,1
